Job Title,Company,Location,Salary,Posting Date,Extract Date,Summary,Job Url
Comptable - Cabinet d'expertise comptable H/F,Winsearch,Paris 13e (75),"Winsearch est un cabinet de recrutement à taille humaine spécialiste de l'Expertise comptable, de la comptabilité générale et de l'Audit.",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Winsearch/jobs/Comptable-e9e19f082b636fff?fccid=f6d69433516f34d3&vjs=3
Gestionnaire Middle Office - Réconciliation H/F,Lynx RH,Guyancourt (78),"Lynx RH Yvelines, cabinet de recrutement en CDI, CDD et Intérim, recherche pour l'un de ses clients un(e) Gestionnaire Middle Office - Réconciliation H/F, basé…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=b06a79a03d42cf12&fccid=de40cd09240af2fb&vjs=3
Credit Manager H/F,Walters People,Guyancourt (78),"Nous recrutons pour l'un de nos clients un(e) Credit Manager (H/F) en intérim dès que possible.
La rémunération est de 36000/38000 euros brut selon profil.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=e5af27e2784fc31c&fccid=867bf7143e8ea41c&vjs=3
Collaborateur social en cabinet d'Expertise - PARIS CENTRE,Winsearch,Paris 8e (75),"Vous disposez exclusivement d’une expérience de 2 ans minimum en cabinet d'expertise comptable.*.
Un cabinet d'expertise comptable à taille humaine, travaillant…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Winsearch/jobs/Collaborateur-Social-Cabinet-Expertise-2ab27ed7c10daeec?fccid=886de20432242ed8&vjs=3
Responsable Administratif et comptable Junior F/H,VINCI Energies,Gennevilliers (92),Notre pôle VINCI Energies Infras IDF Nord Est regroupe une cinquantaine d'entreprises opérationnelles spécialisées dans les travaux publics d'installations et…,,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Vinci-Energies/jobs/Responsable-Administratif-Comptable-Junior-F-H-9ff5131db5f105dd?fccid=f9a71735f7ee88cb&vjs=3
Un chargé de recouvrement anglais en CDI H/F,Fed Finance,Paris (75),"Fed finance, cabinet entièrement dédié à l'intérim et au recrutement des métiers de la finance, de la banque et de l'assurance, recherche pour une Compagnie d…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=432f8eaa0f71d281&fccid=65d13b9da141d225&vjs=3
Gestionnaire paie (H/F),Sovitrat,Paris 8e (75),"Le Groupe SOVITRAT, agence Trappes, recherche pour l'un de ses clients ....
L'agence de SOVITRAT de Montigny-Le-Bretonneux recherche pour l'un de ses clients un…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=0f9c126c454f5f05&fccid=a5cd4745551e25b6&vjs=3
Comptable Général/d'affaires (H/F),Comptalents,Rueil-Malmaison (92),"Nous recherchons pour notre client, acteur majeur du Bâtiment, un(e) Comptable d’affaires (H/F).
Rattaché(e) au Responsable Comptable, vous aurez en charge le…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Comptalents/jobs/Comptable-G%C3%A9n%C3%A9ral-Affaires-2191400dc6950d6b?fccid=f66ab68083a90662&vjs=3
Comptable fournisseur f/h,Interim Nation,Paris (75),"ENTREPRISE: Intérim Nation, agence d'emploi ( Travail temporaire, CDD et CDI) , forte de 40 d'expérience dans le recrutement, recherche pour un de ses clients,…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=f60da8cccc5caffc&fccid=ce87bf234974fea3&vjs=3
Assistant comptable (H/F),Ponticelli,Émerainville (77),"Nous recherchons un Assistant Comptable (H/F) dans le cadre d'un poste en CDD de 6 mois basé à Emerainville (77).
Compréhension de la structure de la Société.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQ-dlFcFVDJ-lse_nyqzi8k9eEeU0yF3nKYxvrvXqh9o2qNsnHgyutMSboMiv-twmLOq7WohndAMVL2MqvMhhp2uSJMfT1R1QLqF454uUioRORnhRs6YI42ngV7hNS5-4b3USUL1x8iQdnZYXkq3lRW3YZvL-3L9Hpz51i0jTiEjuHE9jHCtJukS5-EJXqx36HfLg-waoodYyMsRngmkWkalQVSnisI0RtT8WW1eNdk4e4kcjdMw4UKmoHUbGAx1GrwbGpDCwThE454haPhdnDIdjFYywpZmFIwGq60hfEa6wAjHhhSJbwgpxrJ8SmlLhetWtAP11YedULM1J5PGfF2x9YP4aE6791WXG0VPjCi2gdUB8d7LXXdkSo76TkMz49SVFyhr6GwnHUh5hseFOOn7NpO7ZZ_K1dJ29FuLM5uIp4JHeoLkeq-4xNYQutqoDT9_PfTstR-FYlF_Sxr9QP6uI-fu7fBBeGrxlYwFygwu59TZEW4Q-gRXwg__tIyJ4=&p=14&fvj=0&vjs=3
RESPONSABLE ADMINISTRATIF ET FINANCIER H/F,temporis,Levallois-Perret (92),"L'agence d'emploi Temporis Levallois-Perret recherche pour un Etablissement d'Enseignement Supérieur Privé situé à PARIS (75), un RESPONSABLE ADMINISTRATIF ET…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=234cf390b2c2344c&fccid=7d5c8bc0fbed1edf&vjs=3
Chef de Mission (H/F),TALENT FINDER,Paris 11e (75),"Pour le compte de notre client, nous vous proposons un poste de chef de mission(H/F), à travers lequel vous assurerez la gestion d'un portefeuille de plusieurs…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=651ef27179bd3923&fccid=dee024a05c78c5b3&vjs=3
contrôleur de gestion H/F,SMART HUNTING,Voisins-le-Bretonneux (78),"De formation BAC+4/5 Analyse finance et banque et/ou contrôle et audit entreprise, vous disposez de 7/8 d'expérience en société de gestion et/ou en immobilier …",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Smart-Hunting/jobs/Contr%C3%B4leur-Gestion-647c23cbd2345039?fccid=b81df94ef33830b7&vjs=3
CONSULTANT COMPTABILITÉ ET FISCALITÉ H/F,Le Bon Candidat,Courbevoie (92),"Le Bon Candidat Recrutement et Intérim se propose de vous accompagner dans la recherche de votre futur challenge professionnel.
Le bon candidat pour ce poste.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=1cca0757ceb9afb0&fccid=60ed61cd5c2bd63a&vjs=3
Comptable - Cabinet d'expertise comptable H/F,Winsearch,Paris 13e (75),"Winsearch est un cabinet de recrutement à taille humaine spécialiste de l'Expertise comptable, de la comptabilité générale et de l'Audit.",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Winsearch/jobs/Comptable-e9e19f082b636fff?fccid=f6d69433516f34d3&vjs=3
Gestionnaire Middle Office - Réconciliation H/F,Lynx RH,Guyancourt (78),"Lynx RH Yvelines, cabinet de recrutement en CDI, CDD et Intérim, recherche pour l'un de ses clients un(e) Gestionnaire Middle Office - Réconciliation H/F, basé…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=b06a79a03d42cf12&fccid=de40cd09240af2fb&vjs=3
Credit Manager H/F,Walters People,Guyancourt (78),"Nous recrutons pour l'un de nos clients un(e) Credit Manager (H/F) en intérim dès que possible.
La rémunération est de 36000/38000 euros brut selon profil.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=e5af27e2784fc31c&fccid=867bf7143e8ea41c&vjs=3
Collaborateur social en cabinet d'Expertise - PARIS CENTRE,Winsearch,Paris 8e (75),"Vous disposez exclusivement d’une expérience de 2 ans minimum en cabinet d'expertise comptable.*.
Un cabinet d'expertise comptable à taille humaine, travaillant…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Winsearch/jobs/Collaborateur-Social-Cabinet-Expertise-2ab27ed7c10daeec?fccid=886de20432242ed8&vjs=3
Un chargé de recouvrement anglais en CDI H/F,Fed Finance,Paris (75),"Fed finance, cabinet entièrement dédié à l'intérim et au recrutement des métiers de la finance, de la banque et de l'assurance, recherche pour une Compagnie d…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=432f8eaa0f71d281&fccid=65d13b9da141d225&vjs=3
Gestionnaire paie (H/F),Sovitrat,Paris 8e (75),"Le Groupe SOVITRAT, agence Trappes, recherche pour l'un de ses clients ....
L'agence de SOVITRAT de Montigny-Le-Bretonneux recherche pour l'un de ses clients un…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=0f9c126c454f5f05&fccid=a5cd4745551e25b6&vjs=3
CONSEILLER EN FINANCEMENT / COMMERCIAL B TO B (H/F) BEAUCHAMP,In & Fi Crédit,Beauchamp (95),"Et si votre carrière débutait ou se poursuivait chez IN&FI Crédits ?
Alors vous avez cliqué et vous avez bien fait !
Avant toute chose, qui sommes-nous ?",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=5ada2ea1e4d0839f&fccid=46a9b87e26b0ecc1&vjs=3
Collaborateur Analyste Comptable expérimenté - Services Financiers - H/F,Ernst & Young,La Défense (92),"Les projets de conseil en organisation et performance de la fonction finance,.
Missions de support opérationnel chez nos clients : vous intervenez sur les…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=0cb13bcafd00717d&fccid=1544766d4c2915b0&vjs=3
Comptable copropriété - 92,Talenteed,Courbevoie (92),"Avec plus de 150 missions par mois (au sein de groupe côté, PME...), nous recrutons en utilisant les nouvelles technologies des cadres en CDI de tous niveaux,…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=dde3f07655dd4b14&fccid=87cdf3b7f500178e&vjs=3
Comptable fournisseur f/h,Interim Nation,Paris (75),"ENTREPRISE: Intérim Nation, agence d'emploi ( Travail temporaire, CDD et CDI) , forte de 40 d'expérience dans le recrutement, recherche pour un de ses clients,…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=f60da8cccc5caffc&fccid=ce87bf234974fea3&vjs=3
Collaborateur Comptable Expérimenté (H/F) - Services Financiers,Ernst & Young,La Défense (92),"Diplômé(e) d’une formation minimum de niveau Bac+5 (gestion, finance) en comptabilité, vous disposez idéalement d’une expérience au minimum de 3 ans en cabinet…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=1a7eeae0ddeb964b&fccid=1544766d4c2915b0&vjs=3
Directeur d'agence (St Germain en Laye) H/F,L'union sociale pour l'habitat,Saint-Germain-en-Laye (78),"Rattaché(e) à la Directrice Interrégionale Adjointe en charge du réseau du pôle intermédiaire, en tant que Directeur d'Agence vous êtes l'interlocuteur…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=1f7d33fc9c448773&fccid=6597c852f55f3047&vjs=3
CONTROLEUR DE GESTION (H/F),CRIT,Nanterre (92),"Nous recherchons pour le compte de l'un de nos clients, un groupe international spécialisé dans l'énergie à Nanterre (92), un(e) Contrôleur(se) de Gestion dans…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=8de7239eef950e83&fccid=071c375a8ea34cc9&vjs=3
Contrôleur Analyste Comptable de Marché (H/F),Algofi,Paris (75),"Bac+5 master en finance de marché, ou diplôme de comptabilité.
Directement references (plus de mille appels d'offres par an) au sein de grands comptes dans le…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bj-xBWVmzs7UIwFa-9Zm6MwNuQFkwLehssDYDaWnvIcQ9firPbJdQtJQKuntHQEcsl1EYphWb0PSbpLIdNEJW4NuzAzmuUWfTP2sY7IYObz-aMPUrHiafxGt3JIeask6wVwcjhtXPvh2bCpl-Izg_behjeYERBNcBizYFdBNADjf0hXGMCCwRjgrMWY8xrx36l2nF1ceORV0MD9bMC_gszD_maKkc8GCfNVxSawq03kMNoTerQLN8TCLhMDk-Qiko-iUdGRHf_-pT4z8ZqVeVWq8cGPqTglUCU0JKSngbub0__bf2QOhzA2VrBQyRuxejw4W9Y7L5nrW2NIhdb19RPV_ygTAy7X-apcE6uzReMMNjiyQ0LaPD8L-7WF4aBLZvcz7KCZSwNUz6TwThssaff6RhciZECbsVOGRBadUTjQtkv8zvYwbm7Sw5w0pE7MUzi0DQD7sHETF5fkbFJYJj50pC7E2zgWMB1uCCQC5c6B1DwWfe4i8ljHQ3AWXucWEUXvjO6Aw5Gmo4A6w8TMNSkqY3bC80GUY747nPcRIWYHVE0KzrACJYCXrJgSpe_0P-L8uBZFKh0StmWIqAmpaFnr-ziyfLOhzldd22STgFVMKDNd75EDntTfvH4W63PX-QqS2ew831bB3NHddVRaqGQeULj_nEM5ROWvdBaWlRC2cnhaOC0PSaBRh6t1A6W0P35z_okmDwYmueMj296yfGuNn_2h57_g1iPJPtKl1Z7cGS9GTeJZtg__NeQVa45WLi3Z1QcKX-TaKJgU95jmLQOs9j_ZKpj9njQCvgOZJNxk7xPMfeloS5BqnXV500Z6vcyTue-bUfEh1KNuvZUq1qn&p=2&fvj=0&vjs=3
Assistant comptable clients et recouvrement H/F,HAYS,Paris (75),"Rejoignez une PME et participez à son développement.
Notre client est une PME qui évolue dans le domaine de l’enseignement supérieur.",,Publiée à l'instant,2021-01-22,https://fr.indeed.com/rc/clk?jk=013f1687dc1952b5&fccid=31670bef3ae6497b&vjs=3
Collaborateur (trice) en droit social,BMH Avocats,Paris 8e (75),"Cabinet indépendant depuis 30 ans basé à Paris spécialisé en droit des affaires, BMHAVOCATS a fondé son développement international sur son identité franco…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=b26040805ac5e011&fccid=1cd297f145967f12&vjs=3
Gestionnaire Paie- PARIS,Winsearch,Paris 8e (75),"A*vec une équipe d'une soixantaine de collaborateurs, implanté en plein cœur de Paris, boulevard Haussmann, notre cabinet s'est doté de compétences spécialisées…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/Winsearch/jobs/Gestionnaire-Paie-b6f71f9e95dc8220?fccid=886de20432242ed8&vjs=3
Responsable contentieux partis et Référent recouvrement F/H H/F,L'union sociale pour l'habitat,Levallois-Perret (92),"Vous placez l'humain au cœur de vos valeurs et souhaitez vous impliquer au sein d'une entreprise responsable et engagée, notre vocation sociale et la diversité…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=ed0d81267c67bc36&fccid=6597c852f55f3047&vjs=3
Collaborateur poylvalent cabinet H/F - Février,Winsearch,Gagny (93),"_Winsearch, filiale du groupe Proman, est un cabinet de recrutement, de chasse et d’accompagnement RH, spécialisé par secteurs d’activités.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Winsearch/jobs/Collaborateur-Poylvalent-Cabinet-2650df88eaa167f6?fccid=97b1a7769b67985d&vjs=3
Un responsable administratif et financier à la direction de l'assainissement et de l'eau H/F,GRAND PARIS GRAND EST TERRITOIRE D'AVENIR,Noisy-le-Grand (93),"De formation BAC + 2 minimum en droit et finances, comptabilité publique.
En votre qualité de référent finances de la Direction, vous avez en charge l…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=d79c6aef10d75726&fccid=845d9d29105a14be&vjs=3
Comptable de copropriétés H/F,TALENT FINDER,Paris 15e (75),"Talent Finder, recherche pour un de ses clients basé dans le 15e arrondissement :
Un(e) comptable copropriété H/F - Poste en CDI.",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=e5905ac3b38e514e&fccid=dee024a05c78c5b3&vjs=3
Collaborateur comptable H/F,VOLUNTAE,Argenteuil (95),"VOLUNTAE*, cabinet de recrutement expert des métiers comptable et financier en cabinet ou en entreprise, recrute pour un cabinet d’expertise comptable, agréable…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DnAuLl7LjX16vQLYvv7wfI0QjTw1ERvRYmg9PlGczAV02U5NfwwI295a63KnWUbM3T676NX5RsmCm8wmxDpUYwZaYikeLxwV1z5E123oRLa1-tOLi4e8Edrx91ze8DVuA5MYk8AVsXG8jvQeNTAMWU_aurQoVjYV_Ty3pircfRjaIlgBdef5RE_cYB62nwx25Dcm__D6louxfbPcd2oioKaOXoZCEpyUmKOUlOIQKbuZSGgdKNapRjPMcv_HLo4GMonK1HuI6uKR_RP8x44vTYDWux8AvKWV01YNWRGuYb3L53z5K1AHG0z5T0b1FAmijJXScstkxZL6b2KsYpVQDseV4IrbhytWgR_XlKhQpE0yXATH1AGyTB8AkxHmCj4EzZoJwuYOr_RBvAywitxBNpCfNL3cZbEZ2K5jz48nArLj4v5d2juNdPRxenRDroYL0=&p=10&fvj=1&vjs=3
Assistant Administratif & Paie H/F - Société appartenant à un grand Groupe ! Leader dans son marché,Page Personnel FR,Clichy (92),"En tant qu'Assistant Administratif & Paie, vous serez rattaché à la Responsable de la Paie de la société.
A ce titre, vos missions seront les suivantes :",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=5e68cecee9b8707f&fccid=e5ea1ff710ce39ca&vjs=3
Comptable Clients et Facturation (F/H),Expectra,Paris 9e (75),"Nous recrutons pour le compte de notre client, spécialisé dans la maintenance des voies & système de signalisation, un Assistant Comptable & Facturation (F/H)…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Expectra/jobs/Comptable-Clients-Facturation-1136f58103e7a201?fccid=ae1803bde1bd3386&vjs=3
Gestionnaire Paie H/F,Cabinet AB6 recrutement,Paris 11e (75),"Notre client, un cabinet d’expertise comptable et de Commissariat aux Comptes implanté à Paris dans le 11ème Arrdt, composé d’une trentaine de personnes, dont 2…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Cabinet-AB6-recrutement/jobs/Gestionnaire-Paie-f7119907be366f5b?fccid=68d36b3e0ca8c25d&vjs=3
Comptable auxiliaire H/F,Abil ressources,Pantin (93),"Dans une PME du secteur de la grande distribution, au sein du service comptabilité de 3 personnes et sous la responsabilité du Chef Comptable, vous assurerez…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/ABIL-RESSOURCES/jobs/Comptable-Auxiliaire-80110a09fb0222d8?fccid=f5d9efde9ecc6765&vjs=3
Gestionnaire Paie H/F,Hauteur Conseil,Paris 11e (75),"Gestion portefeuille de paie de 250 à 300 collaborateurs sur plusieurs sociétés.
Récolte des variables et établissement de la paie de A à Z.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Hauteur-Conseil/jobs/Gestionnaire-Paie-5d1944274a969634?fccid=6c84649f0bcaafbc&vjs=3
Gestionnaire de Paie confirmé(e),PayJob,Courbevoie (92),"Payjob, cabinet de recrutement dédié aux métiers de la paie depuis plus de 12 ans, accompagne ses clients et candidats avec réactivité et transparence.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/PAY-JOB/jobs/Gestionnaire-Paie-Confirm%C3%A9-cbe8b055cdbb8caa?fccid=f866dc424d3046e1&vjs=3
Chargé Relations Financières H/F,Groupe LEADER,Nanterre (92),"Notre agence Leader Paris Tertiaire, recherche pour son client spécialisé dans l'énergie, un(e) Chargé de Relations Financières H/F..
Et si c'était vous ?*.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Groupe-LEADER/jobs/Charg%C3%A9-Relations-Financi%C3%A8res-bb01831d71d14128?fccid=a2a2bdabe841b331&vjs=3
Comptable général H/F,VOLUNTAE,Paris 8e (75),"VOLUNTAE, cabinet de recrutement expert des métiers comptables et financiers en cabinet ou en entreprise, cabinet de recrutement, recherche un comptable général…",,il y a 3 jours,2021-01-22,https://fr.indeed.com/company/VOLUNTAE/jobs/Comptable-G%C3%A9n%C3%A9ral-0c7cb49b6e5fe532?fccid=931928aaea3ad4c3&vjs=3
Collaborateur comptable confirmé H/F,Comptalents,Paris (75),"Nous recherchons pour notre client, cabinet à taille humaine, un Collaborateur(trice) comptable confirmé(e) (H/F) pour son site de Paris 12.",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Comptalents/jobs/Collaborateur-Comptable-Confirm%C3%A9-13cad8151daee793?fccid=f66ab68083a90662&vjs=3
Consultant(e) en transformation financière F/H,Fed Finance,La Défense (92),"Vous avez accompagné les métiers de la finance lors de projets de transformation (cadrage, pilotage, expressions de besoins, recettes, …).",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=a7041148462e378e&fccid=65d13b9da141d225&vjs=3
Secrétaire comptable (h/f),TERCIO,Vincennes (94),"TERCIO et son bureau de Paris recrutent pour un de leurs clients, un :
De formation Bac à Bac +2 vous justifiez d'une expérience similaire de 3 ans.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=55a06e223ee07003&fccid=31d7d1c255d26fbc&vjs=3
Consultant Senior & Manager expérimenté en Data consulting - Financial Services HF,Ernst & Young,La Défense (92),"Dans le cadre du développement en forte croissance de son activité Digital Enterprise Transformation, leader du marché de la transformation digitale end to end…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=b11945beef184be2&fccid=1544766d4c2915b0&vjs=3
Collaborateur(trice) Comptable Confirmé(e) Bilingue Français et Chinois,Comptalents,Levallois-Perret (92),"Nous recherchons pour notre client, Cabinet d'Expertise, situé à Levallois-Perret, un(e) Collaborateur(trice) Comptable Confirmé(e) pour un poste en CDI.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Comptalents/jobs/Collaborateur-Bilingue-Fran%C3%A7ais-Chinois-8fb8c61e3b256ac5?fccid=f66ab68083a90662&vjs=3
Comptable fournisseurs - CDD - Adoma (75) H/F H/F,L'union sociale pour l'habitat,Paris (75),"Que diriez-vous de donner du sens à votre carrière en intégrant le 1er opérateur du logement très social ?
Le concept d'habitat inclusif est au centre de nos…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=ac4435b99fce46ca&fccid=6597c852f55f3047&vjs=3
Comptable F/H H/F,L'union sociale pour l'habitat,Paris 8e (75),"Au sein du service financier, vous avez pour principales missions :
Contrôle, imputation, saisie des factures sur votre périmètre.",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=5ae6d988997736d8&fccid=6597c852f55f3047&vjs=3
Comptable général H/F,HAYS,Paris (75),"Donnez un nouveau souffle à votre carrière.
Notre client est un cabinet conseil basé dans le 2ème arrondissement de Paris.",,il y a 3 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=eebc469d814eb4b9&fccid=31670bef3ae6497b&vjs=3
GESTIONNAIRE PAIE (H/F),Groupe William Sinclair,Paris 12e (75),"Créée en 2004, Sinclair Ressources propose à ses candidats l'accès à des offres d'emplois en intérim, CDD ou CDI.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=0e026324b717d6ee&fccid=2c2202a66e0b41e0&vjs=3
Responsable Administratif et Financier (h/f),DLSI,Grigny (91),"Le Groupe DLSI et son agence d'Orsay recrutent pour un de leurs clients, des :
Responsable Administratif et Financier (h/f).
Suivi de la trésorerie quotidienne.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=905775845ee1a849&fccid=e714a02530f9487d&vjs=3
Collaborateur Social H/F - 75116,Winsearch,Paris 16e (75),"Notre client est un cabinet d'expertise comptable à taille humaine basé dans le 16 ème arrondissement parisien.
Salaire à négocier selon profil et expérience.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/Winsearch/jobs/Collaborateur-Social-01596c6cfd794240?fccid=886de20432242ed8&vjs=3
Assistant Administratif & Paie H/F - Société appartenant à un grand Groupe ! Leader dans son marché,Page Personnel FR,Clichy (92),"En tant qu'Assistant Administratif & Paie, vous serez rattaché à la Responsable de la Paie de la société.
A ce titre, vos missions seront les suivantes :",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=5e68cecee9b8707f&fccid=e5ea1ff710ce39ca&vjs=3
Comptable Clients et Facturation (F/H),Expectra,Paris 9e (75),"Nous recrutons pour le compte de notre client, spécialisé dans la maintenance des voies & système de signalisation, un Assistant Comptable & Facturation (F/H)…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Expectra/jobs/Comptable-Clients-Facturation-1136f58103e7a201?fccid=ae1803bde1bd3386&vjs=3
Gestionnaire Paie H/F,Cabinet AB6 recrutement,Paris 11e (75),"Notre client, un cabinet d’expertise comptable et de Commissariat aux Comptes implanté à Paris dans le 11ème Arrdt, composé d’une trentaine de personnes, dont 2…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Cabinet-AB6-recrutement/jobs/Gestionnaire-Paie-f7119907be366f5b?fccid=68d36b3e0ca8c25d&vjs=3
Collaborateur comptable H/F,VOLUNTAE,Argenteuil (95),"VOLUNTAE*, cabinet de recrutement expert des métiers comptable et financier en cabinet ou en entreprise, recrute pour un cabinet d’expertise comptable, agréable…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DnAuLl7LjX16vQLYvv7wfI0QjTw1ERvRYmg9PlGczAV02U5NfwwI295a63KnWUbM3T676NX5RsmCm8wmxDpUYwZaYikeLxwV1z5E123oRLa1-tOLi4e8Edrx91ze8DVuA5MYk8AVsXG8jvQeNTAMWU_aurQoVjYV_Ty3pircfRjaIlgBdef5RE-Ug1ORhGt4-m2OLUGhEOxMvQ3b7g63f-5JEO9aioecRb1Jlfbdf-A0FMWKHzsxsYM3eTiU-1SBtw1BucKYpWN28U2PsRCM7OTsJWX3JLbWMY2P6U3PL-3fZCtbKo73LCnXC8hBqgPJwfFOUVtkUiEuHsyUvuwlHq1xUUvptA1grL-rmmZck0OVTOwlWK_X4K44zPbINRvfFWZqDvCyMZMtSrnw06KNlD7Jn6LiaF7HLjrdMh5lKuPpmPgJb8Pbl5IAl05kWJzgI=&p=3&fvj=1&vjs=3
Comptable auxiliaire H/F,Abil ressources,Pantin (93),"Dans une PME du secteur de la grande distribution, au sein du service comptabilité de 3 personnes et sous la responsabilité du Chef Comptable, vous assurerez…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/ABIL-RESSOURCES/jobs/Comptable-Auxiliaire-80110a09fb0222d8?fccid=f5d9efde9ecc6765&vjs=3
Comptable copropriete h/f,Interim Nation,Paris (75),"ENTREPRISE: INTERIM NATION recherche pour un cabinet immobilier situé Paris 16ème :
Comptable copropriété H/F pour un remplacement de congé maternité voire…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=765d1464b7a383c7&fccid=ce87bf234974fea3&vjs=3
Collaborateur expertise et CAC H/F,HAYS,Paris 8e (75),"Rejoignez un cabinet qui propose audit et expertise comptable.
Notre client est un cabinet d’expertise comptable d’une dizaine de personnes (50m de la Gare St…",,il y a 3 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=f567f5ba7a53dab6&fccid=31670bef3ae6497b&vjs=3
Comptable unique H/F,LE BON CANDIDAT,Paris 1er (75),"Le Bon Candidat Recrutement et Intérim* se propose de vous accompagner dans la recherche de votre futur challenge professionnel.
Le bon candidat pour ce poste*.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/LE-BON-CANDIDAT-RECRUTEMENT/jobs/Comptable-Unique-831a0f17c974fc4e?fccid=60ed61cd5c2bd63a&vjs=3
Gestionnaire Paie et ADP,Jobberry,Paris (75),"Jobberry RH/Paie recherche, pour l'un de ses clients, acteur majeur du secteur de l'assurance, un(e) Gestionnaire de Paie (H/F).
Contrôle des bulletins de paie.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=5819a23f87824cbd&fccid=123f670b82ad88ca&vjs=3
Conseiller clientèle banque EAUBONNE (H/F),Manpower,Eaubonne (95),"Manpower GD PARIS BANQUE recherche pour son client un Conseiller clientèle banque EAUBONNE (H/F).
Accueil des clients et prospects de l'agence :",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=8432f8028ee1cc81&fccid=1a17983a910f73d8&vjs=3
